bucket,every_n,n_sym,fund_pnl,price_pnl,gross,turnover,net_real,net_pess,rebalanced
1714377600000,1,33,4.354000000000001e-05,-0.0014183479256711816,-0.0013748079256711817,1.2000000000000002,-0.003318807925671182,-0.004614807925671182,1
1714406400000,1,33,8.993999999999999e-06,0.003647015726437276,0.003656009726437276,1.4000000000000001,0.0013880097264372762,-0.00012399027356272416,1
1714435200000,1,33,5.8417e-05,0.0051418560315896426,0.005200273031589642,0.7999999999999999,0.0039042730315896426,0.0030402730315896424,1
1714464000000,1,33,5.3329000000000004e-05,-0.010537763692376117,-0.010484434692376117,1.2,-0.012428434692376117,-0.013724434692376117,1
1714492800000,1,33,4.7461e-05,-0.0061037683008239784,-0.006056307300823978,1.2,-0.008000307300823978,-0.009296307300823979,1
1714521600000,1,33,7.456499999999999e-05,0.012134334876733223,0.012208899876733223,1.2,0.010264899876733223,0.008968899876733223,1
1714550400000,1,33,8.362300000000001e-05,-0.004686411514862621,-0.004602788514862621,0.9999999999999999,-0.006222788514862621,-0.007302788514862621,1
1714579200000,1,33,8.8626e-05,-0.008387657980874586,-0.008299031980874587,0.6,-0.009271031980874587,-0.009919031980874586,1
1714608000000,1,33,0.00011803300000000001,0.006923518666577644,0.007041551666577644,0.2,0.006717551666577644,0.006501551666577644,1
1714636800000,1,33,5.6622999999999996e-05,0.0005268380678317586,0.0005834610678317586,0.7999999999999999,-0.0007125389321682412,-0.0015765389321682414,1
1714665600000,1,33,8.383000000000002e-05,0.005605495057127053,0.005689325057127053,0.7999999999999999,0.004393325057127053,0.0035293250571270533,1
1714694400000,1,33,0.00012051999999999999,-0.005608541899042252,-0.005488021899042252,0.7999999999999999,-0.0067840218990422516,-0.007648021899042252,1
1714723200000,1,33,0.00012684,-0.00041363798689123595,-0.0002867979868912359,0.7999999999999999,-0.0015827979868912358,-0.002446797986891236,1
1714752000000,1,33,0.00012260900000000003,0.005892950947679955,0.006015559947679955,0.6,0.005043559947679955,0.004395559947679955,1
1714780800000,1,33,0.000138458,-0.003912785634703109,-0.0037743276347031087,0.7999999999999999,-0.005070327634703109,-0.005934327634703109,1
1714809600000,1,33,0.00011687399999999999,-0.0020978269544017717,-0.001980952954401772,0.6,-0.0029529529544017716,-0.003600952954401772,1
1714838400000,1,33,0.000123496,-0.0008684547257254093,-0.0007449587257254092,0.7999999999999999,-0.0020409587257254093,-0.0029049587257254095,1
1714867200000,1,33,7.4456e-05,0.0006984387225065008,0.0007728947225065008,0.9999999999999999,-0.0008471052774934989,-0.0019271052774934988,1
1714896000000,1,33,4.2834000000000004e-05,-0.003376443254095463,-0.003333609254095463,0.9999999999999999,-0.004953609254095463,-0.006033609254095462,1
1714924800000,1,33,5.780399999999999e-05,-0.011997724330801453,-0.011939920330801454,0.9999999999999999,-0.013559920330801454,-0.014639920330801453,1
1714953600000,1,33,5.5182e-05,-0.005318333355301574,-0.005263151355301574,0.7999999999999999,-0.006559151355301574,-0.007423151355301574,1
1714982400000,1,33,4.6998000000000006e-05,-0.009290920652778168,-0.009243922652778168,1.4000000000000004,-0.01151192265277817,-0.013023922652778169,1
1715011200000,1,33,1.1892999999999994e-05,-0.010960799120969358,-0.010948906120969357,1.2000000000000002,-0.012892906120969357,-0.014188906120969357,1
1715040000000,1,33,9.1396e-05,-0.005351918019223301,-0.005260522019223301,0.7999999999999999,-0.0065565220192233,-0.007420522019223301,1
1715068800000,1,33,6.8294e-05,0.0015938711238944084,0.0016621651238944084,0.6,0.0006901651238944085,4.216512389440823e-05,1
1715097600000,1,33,4.0416e-05,-0.0010559592577774612,-0.0010155432577774613,0.6,-0.0019875432577774613,-0.0026355432577774614,1
1715126400000,1,33,4.3576000000000004e-05,-0.0048747762546070255,-0.0048312002546070255,1.0,-0.006451200254607025,-0.007531200254607026,1
1715155200000,1,33,5.2139000000000003e-05,-0.0034873183056841183,-0.0034351793056841182,1.0,-0.0050551793056841186,-0.006135179305684118,1
1715184000000,1,33,5.0887e-05,0.0072685869638492336,0.007319473963849234,0.6,0.006347473963849234,0.005699473963849234,1
1715212800000,1,33,3.0335e-05,-0.00507947306329256,-0.0050491380632925595,1.2,-0.006993138063292559,-0.00828913806329256,1
1715241600000,1,33,4.584399999999999e-05,-0.0032418487985413805,-0.0031960047985413803,1.2,-0.00514000479854138,-0.006436004798541381,1
1715270400000,1,33,4.5403e-05,-0.001484100612218775,-0.0014386976122187749,0.7999999999999999,-0.0027346976122187747,-0.003598697612218775,1
