open_time,open,high,low,close,volume,quote_volume,datetime_utc
1784466000000,64417.4,64497.9,64273.4,64453.0,2219.753,142933780.8108,2026-07-19 13:00:00+00:00
1784469600000,64453.0,64633.0,64389.0,64561.1,2455.842,158430946.6177,2026-07-19 14:00:00+00:00
1784473200000,64561.0,64594.7,64466.6,64545.2,1616.379,104298044.5791,2026-07-19 15:00:00+00:00
1784476800000,64545.3,64624.8,64474.2,64510.7,1470.209,94891864.9129,2026-07-19 16:00:00+00:00
1784480400000,64510.7,64733.0,64365.7,64520.0,3957.134,255576465.6891,2026-07-19 17:00:00+00:00
1784484000000,64520.0,64529.1,64262.9,64399.8,3442.309,221677128.41,2026-07-19 18:00:00+00:00
1784487600000,64399.8,64442.2,64319.5,64438.1,1085.17,69879619.4469,2026-07-19 19:00:00+00:00
1784491200000,64438.1,64534.3,64438.0,64515.9,1059.316,68304099.5466,2026-07-19 20:00:00+00:00
1784494800000,64516.0,64539.0,64305.0,64393.7,1677.019,107991858.4417,2026-07-19 21:00:00+00:00
1784498400000,64393.6,64874.9,64319.3,64642.7,6743.994,436050763.0684,2026-07-19 22:00:00+00:00
1784502000000,64642.8,64748.1,64534.9,64694.7,2054.877,132822790.7762,2026-07-19 23:00:00+00:00
1784505600000,64694.8,65084.6,64380.0,64526.0,9897.467,641470035.7737,2026-07-20 00:00:00+00:00
1784509200000,64526.0,65011.0,64470.0,64594.7,5478.733,354724319.535,2026-07-20 01:00:00+00:00
1784512800000,64594.7,64940.0,64551.6,64800.1,4762.318,308503462.7719,2026-07-20 02:00:00+00:00
1784516400000,64800.1,64887.0,64610.2,64839.4,2578.628,166993139.5515,2026-07-20 03:00:00+00:00
1784520000000,64839.3,64843.4,64503.0,64511.3,3108.675,200986572.8025,2026-07-20 04:00:00+00:00
1784523600000,64511.4,64536.1,64046.0,64101.7,9123.542,585858675.9787,2026-07-20 05:00:00+00:00
1784527200000,64101.8,64198.3,63736.1,63890.0,10191.102,651336175.6262,2026-07-20 06:00:00+00:00
1784530800000,63890.0,64285.5,63865.0,64250.0,5480.1,351211432.3958,2026-07-20 07:00:00+00:00
1784534400000,64250.0,64337.0,63858.1,64031.4,8326.137,533813090.1044,2026-07-20 08:00:00+00:00
1784538000000,64031.4,64260.0,63984.5,64176.6,3055.595,196014162.9483,2026-07-20 09:00:00+00:00
1784541600000,64176.6,64393.2,64137.0,64280.5,3345.929,215077150.9125,2026-07-20 10:00:00+00:00
1784545200000,64280.5,65048.3,64237.1,64970.8,13005.77,841991041.8895,2026-07-20 11:00:00+00:00
1784548800000,64970.8,64982.0,64571.0,64627.2,10164.095,658017463.2669,2026-07-20 12:00:00+00:00
1784552400000,64627.1,64737.5,64174.5,64315.0,9833.494,634443045.6516,2026-07-20 13:00:00+00:00
1784556000000,64315.0,64550.0,64034.3,64393.0,7606.114,489199869.99,2026-07-20 14:00:00+00:00
1784559600000,64393.0,65688.0,64386.8,65570.1,26658.588,1737761571.6199,2026-07-20 15:00:00+00:00
1784563200000,65570.1,65615.5,65301.8,65478.6,10648.534,697029440.6276,2026-07-20 16:00:00+00:00
